stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,platform_code,parent_station
TE17_B,TE17,Outram Park,1.28161432,103.839288,0,F,EW16
TE18,TE18,Maxwell,1.28052126,103.843728,1,,
TE18_A,TE18,Maxwell,1.28052126,103.843728,0,A,TE18
TE18_B,TE18,Maxwell,1.28052126,103.843728,0,B,TE18
TE18_E1,TE18,1,1.281034255,103.8441644,2,,TE18
TE18_E2,TE18,2,1.280919437,103.8448955,2,,TE18
TE18_E3,TE18,3,1.280191522,103.8429163,2,,TE18
TE19,TE19,Shenton Way,1.27762705,103.850392,1,,
TE19_A,TE19,Shenton Way,1.27762705,103.850392,0,A,TE19
TE19_B,TE19,Shenton Way,1.27762705,103.850392,0,B,TE19
TE19_E1,TE19,1,1.277462058,103.8518357,2,,TE19
TE19_E2,TE19,2,1.277003054,103.8509151,2,,TE19
TE19_E3,TE19,3,1.277629581,103.8501288,2,,TE19
TE19_E4,TE19,4,1.277655942,103.8510341,2,,TE19
TE19_E5,TE19,5,1.277143646,103.851808,2,,TE19
TE19_E6,TE19,6,1.277929205,103.8498932,2,,TE19
TE20_A,TE20,Marina Bay,1.27470431,103.855488,0,E,CC33
TE20_B,TE20,Marina Bay,1.27470431,103.855488,0,F,CC33
TE22,TE22,Gardens by the Bay,1.2786108,103.867686,1,,
TE22_A,TE22,Gardens by the Bay,1.2786108,103.867686,0,A,TE22
TE22_B,TE22,Gardens by the Bay,1.2786108,103.867686,0,B,TE22
TE22_E1,TE22,1,1.280370756,103.8685867,2,,TE22
TE22_E2,TE22,2,1.278826223,103.8679688,2,,TE22
TE22_E3,TE22,3,1.27830344,103.8671541,2,,TE22
TE23,TE23,Tanjong Rhu,1.29718315,103.873651,1,,
TE23_A,TE23,Tanjong Rhu,1.29718315,103.873651,0,A,TE23
TE23_B,TE23,Tanjong Rhu,1.29718315,103.873651,0,B,TE23
TE23_E1,TE23,1,1.296459488,103.8734779,2,,TE23
TE23_E2,TE23,2,1.298200046,103.8736027,2,,TE23
TE24,TE24,Katong Park,1.2977772,103.886429,1,,
TE24_A,TE24,Katong Park,1.2977772,103.886429,0,A,TE24
TE24_B,TE24,Katong Park,1.2977772,103.886429,0,B,TE24
TE24_E1,TE24,1,1.297538512,103.8870921,2,,TE24
TE24_E2,TE24,2,1.298379683,103.8850692,2,,TE24
TE25,TE25,Tanjong Katong,1.29929796,103.897505,1,,
TE25_A,TE25,Tanjong Katong,1.29929796,103.897505,0,A,TE25
TE25_B,TE25,Tanjong Katong,1.29929796,103.897505,0,B,TE25
TE25_E1,TE25,1,1.299038693,103.8970455,2,,TE25
TE25_E2,TE25,2,1.29901612,103.8976931,2,,TE25
TE25_E3,TE25,3,1.300229201,103.8977153,2,,TE25
TE26,TE26,Marine Parade,1.30328044,103.906009,1,,
TE26_A,TE26,Marine Parade,1.30328044,103.906009,0,A,TE26
TE26_B,TE26,Marine Parade,1.30328044,103.906009,0,B,TE26
TE26_E1,TE26,1,1.302093294,103.9059104,2,,TE26
TE26_E2,TE26,2,1.302531699,103.9045912,2,,TE26
TE26_E3,TE26,3,1.303593997,103.9060529,2,,TE26
TE26_E4,TE26,4,1.304565855,103.9076275,2,,TE26
TE26_E5,TE26,5,1.305580219,103.9090937,2,,TE26
TE26_E6,TE26,6,1.304298535,103.9077879,2,,TE26
TE27,TE27,Marine Terrace,1.30674491,103.915326,1,,
TE27_A,TE27,Marine Terrace,1.30674491,103.915326,0,A,TE27
TE27_B,TE27,Marine Terrace,1.30674491,103.915326,0,B,TE27
TE27_E1,TE27,1,1.3063987,103.9150522,2,,TE27
TE27_E2,TE27,2,1.30578921,103.913253,2,,TE27
TE27_E3,TE27,3,1.306579289,103.9130866,2,,TE27
TE27_E4,TE27,4,1.306895322,103.9150201,2,,TE27
TE27_E5,TE27,5,1.307438278,103.9170891,2,,TE27
TE27_E6,TE27,6,1.307062842,103.9169453,2,,TE27
TE28,TE28,Siglap,1.30998602,103.930077,1,,
TE28_A,TE28,Siglap,1.30998602,103.930077,0,A,TE28
TE28_B,TE28,Siglap,1.30998602,103.930077,0,B,TE28
TE28_E1,TE28,1,1.308850316,103.9287926,2,,TE28
TE28_E2,TE28,2,1.309776571,103.9285863,2,,TE28
TE28_E3,TE28,3,1.310589223,103.9312459,2,,TE28
TE28_E4,TE28,4,1.310201722,103.9312911,2,,TE28
TE29,TE29,Bayshore,1.31312257,103.942336,1,,
TE29_A,TE29,Bayshore,1.31312257,103.942336,0,A,TE29
TE29_B,TE29,Bayshore,1.31312257,103.942336,0,B,TE29
TE29_E1,TE29,1,1.311898719,103.9412617,2,,TE29
TE29_E2,TE29,2,1.312183859,103.9406735,2,,TE29
TE29_E3,TE29,3,1.31356798,103.940721,2,,TE29
TE29_E4,TE29,4,1.313526397,103.9426759,2,,TE29
TE29_E5,TE29,5,1.312896711,103.9425844,2,,TE29
BP1,BP1,Choa Chu Kang,1.38482201,103.744549,1,,
BP1_A,BP1,Choa Chu Kang,1.38482201,103.744549,0,1,BP1
BP1_B,BP1,Choa Chu Kang,1.38482201,103.744549,0,2,BP1
BP1_EB,BP1,B,1.384979664,103.7445951,2,,BP1
BP1_EE,BP1,E,1.385,103.74462,2,,BP1
BP2,BP2,South View,1.38029829,103.745292,1,,
BP2_A,BP2,South View,1.38029829,103.745292,0,1,BP2
BP2_B,BP2,South View,1.38029829,103.745292,0,2,BP2
BP2_EA,BP2,A,1.380317657,103.7451011,2,,BP2
BP3,BP3,Keat Hong,1.37861217,103.749052,1,,
BP3_A,BP3,Keat Hong,1.37861217,103.749052,0,1,BP3
BP3_B,BP3,Keat Hong,1.37861217,103.749052,0,2,BP3
BP3_EA,BP3,A,1.378464967,103.7492268,2,,BP3
BP4,BP4,Teck Whye,1.37665929,103.7537,1,,
BP4_A,BP4,Teck Whye,1.37665929,103.7537,0,1,BP4
BP4_B,BP4,Teck Whye,1.37665929,103.7537,0,2,BP4
BP4_EA,BP4,A,1.376564195,103.7538261,2,,BP4
BP5,BP5,Phoenix,1.37862495,103.758034,1,,
BP5_A,BP5,Phoenix,1.37862495,103.758034,0,1,BP5
BP5_B,BP5,Phoenix,1.37862495,103.758034,0,2,BP5
BP5_EA,BP5,A,1.378614068,103.7582525,2,,BP5
BP6,BP6,Bukit Panjang,1.37791645,103.763022,1,,
BP6_A,BP6,Bukit Panjang,1.37791645,103.763022,0,1,BP6
BP6_B,BP6,Bukit Panjang,1.37791645,103.763022,0,2,BP6
BP6_EA,BP6,A,1.378020384,103.7630636,2,,BP6
BP6_EB,BP6,B,1.377863249,103.7631785,2,,BP6
BP6_EC,BP6,C,1.377927928,103.7627225,2,,BP6
BP6_ED,BP6,D,1.378024103,103.7632519,2,,BP6
BP7,BP7,Petir,1.37775465,103.766667,1,,
BP7_A,BP7,Petir,1.37775465,103.766667,0,1,BP7
BP7_B,BP7,Petir,1.37775465,103.766667,0,2,BP7
BP7_EA,BP7,A,1.377603228,103.766793,2,,BP7
BP8,BP8,Pending,1.37612654,103.77128,1,,
BP8_A,BP8,Pending,1.37612654,103.77128,0,1,BP8
BP8_B,BP8,Pending,1.37612654,103.77128,0,2,BP8
BP8_EA,BP8,A,1.376297117,103.7713278,2,,BP8
BP9,BP9,Bangkit,1.38001549,103.772661,1,,
BP9_A,BP9,Bangkit,1.38001549,103.772661,0,1,BP9
BP9_B,BP9,Bangkit,1.38001549,103.772661,0,2,BP9
BP9_EA,BP9,A,1.379853347,103.7725906,2,,BP9
BP10,BP10,Fajar,1.38453268,103.770838,1,,
BP10_A,BP10,Fajar,1.38453268,103.770838,0,1,BP10
BP10_B,BP10,Fajar,1.38453268,103.770838,0,2,BP10
BP10_EA,BP10,A,1.384465071,103.7706755,2,,BP10
BP11,BP11,Segar,1.38775641,103.76966,1,,
BP11_A,BP11,Segar,1.38775641,103.76966,0,1,BP11
BP11_B,BP11,Segar,1.38775641,103.76966,0,2,BP11
BP11_EA,BP11,A,1.387811556,103.7694099,2,,BP11
BP12,BP12,Jelapang,1.38669667,103.764501,1,,
BP12_A,BP12,Jelapang,1.38669667,103.764501,0,1,BP12
BP12_B,BP12,Jelapang,1.38669667,103.764501,0,2,BP12
BP12_EA,BP12,A,1.3868327,103.7646768,2,,BP12
BP13,BP13,Senja,1.38269924,103.762369,1,,
BP13_A,BP13,Senja,1.38269924,103.762369,0,1,BP13
BP13_B,BP13,Senja,1.38269924,103.762369,0,2,BP13
BP13_EA,BP13,A,1.382875447,103.7623258,2,,BP13
STC_A,STC,Sengkang,1.39157444,103.895436,0,1,NE16
STC_B,STC,Sengkang,1.39157444,103.895436,0,2,NE16
SE1,SE1,Compassvale,1.39447878,103.900555,1,,
SE1_A,SE1,Compassvale,1.39447878,103.900555,0,1,SE1
SE1_B,SE1,Compassvale,1.39447878,103.900555,0,2,SE1
SE1_EA,SE1,A,1.394327522,103.9006165,2,,SE1
SE1_EB,SE1,B,1.394534172,103.9007066,2,,SE1
SE2,SE2,Rumbia,1.39156445,103.90589,1,,
SE2_A,SE2,Rumbia,1.39156445,103.90589,0,1,SE2
SE2_B,SE2,Rumbia,1.39156445,103.90589,0,2,SE2
SE2_EA,SE2,A,1.391340486,103.9060188,2,,SE2
SE2_EB,SE2,B,1.391414242,103.9061058,2,,SE2
SE3,SE3,Bakau,1.38810502,103.905526,1,,
SE3_A,SE3,Bakau,1.38810502,103.905526,0,1,SE3
SE3_B,SE3,Bakau,1.38810502,103.905526,0,2,SE3
SE3_EA,SE3,A,1.388185385,103.9054456,2,,SE3
SE3_EB,SE3,B,1.387840799,103.9054821,2,,SE3
SE4,SE4,Kangkar,1.38403077,103.902258,1,,
SE4_A,SE4,Kangkar,1.38403077,103.902258,0,1,SE4
SE4_B,SE4,Kangkar,1.38403077,103.902258,0,2,SE4
SE4_EA,SE4,A,1.384074503,103.9021476,2,,SE4
SE4_EB,SE4,B,1.383765203,103.9022764,2,,SE4
SE5,SE5,Ranggung,1.38392148,103.897493,1,,
SE5_A,SE5,Ranggung,1.38392148,103.897493,0,1,SE5
SE5_B,SE5,Ranggung,1.38392148,103.897493,0,2,SE5
SE5_EA,SE5,A,1.384176386,103.8973217,2,,SE5
SE5_EB,SE5,B,1.384104883,103.8972239,2,,SE5
SW1,SW1,Cheng Lim,1.39624892,103.893908,1,,
SW1_A,SW1,Cheng Lim,1.39624892,103.893908,0,1,SW1
SW1_B,SW1,Cheng Lim,1.39624892,103.893908,0,2,SW1
SW1_EA,SW1,A,1.396373218,103.8936849,2,,SW1
SW1_EB,SW1,B,1.396186971,103.8939203,2,,SW1
SW2,SW2,Farmway,1.3971619,103.889383,1,,
SW2_A,SW2,Farmway,1.3971619,103.889383,0,1,SW2
SW2_B,SW2,Farmway,1.3971619,103.889383,0,2,SW2
SW2_EA,SW2,A,1.397200345,103.8894074,2,,SW2
SW2_EB,SW2,B,1.397133478,103.889115,2,,SW2
SW3,SW3,Kupang,1.39819758,103.881374,1,,
SW3_A,SW3,Kupang,1.39819758,103.881374,0,1,SW3
SW3_B,SW3,Kupang,1.39819758,103.881374,0,2,SW3
SW3_EA,SW3,A,1.398284198,103.8811392,2,,SW3
SW3_EB,SW3,B,1.398158791,103.8811379,2,,SW3
SW4,SW4,Thanggam,1.39743699,103.875655,1,,
SW4_A,SW4,Thanggam,1.39743699,103.875655,0,1,SW4
SW4_B,SW4,Thanggam,1.39743699,103.875655,0,2,SW4
SW4_EA,SW4,A,1.397198036,103.8755664,2,,SW4
SW4_EB,SW4,B,1.397192458,103.8756868,2,,SW4
SW5,SW5,Fernvale,1.39194419,103.87628,1,,
SW5_A,SW5,Fernvale,1.39194419,103.87628,0,1,SW5
SW5_B,SW5,Fernvale,1.39194419,103.87628,0,2,SW5
SW5_EA,SW5,A,1.392158268,103.8762617,2,,SW5
SW6,SW6,Layar,1.39209287,103.880158,1,,
SW6_A,SW6,Layar,1.39209287,103.880158,0,1,SW6
SW6_B,SW6,Layar,1.39209287,103.880158,0,2,SW6
SW6_EA,SW6,A,1.392026172,103.8801597,2,,SW6
SW6_EB,SW6,B,1.392144537,103.8801428,2,,SW6
SW7,SW7,Tongkang,1.38933878,103.885937,1,,
SW7_A,SW7,Tongkang,1.38933878,103.885937,0,1,SW7
SW7_B,SW7,Tongkang,1.38933878,103.885937,0,2,SW7
SW7_EA,SW7,A,1.389180161,103.8859621,2,,SW7
SW7_EB,SW7,B,1.389379008,103.8860844,2,,SW7
SW8,SW8,Renjong,1.38674751,103.890429,1,,
SW8_A,SW8,Renjong,1.38674751,103.890429,0,1,SW8
SW8_B,SW8,Renjong,1.38674751,103.890429,0,2,SW8
SW8_EA,SW8,A,1.386697956,103.8904092,2,,SW8
SW8_EB,SW8,B,1.386814144,103.8904382,2,,SW8
PTC_A,PTC,Punggol,1.40516678,103.902393,0,2,NE17
PTC_B,PTC,Punggol,1.40516678,103.902393,0,1,NE17
PTC_EC,PTC,C,1.404300626,103.9021156,2,,NE17
PTC_ED,PTC,D,1.404438336,103.9017985,2,,NE17
PE1,PE1,Cove,1.39936171,103.905917,1,,
PE1_A,PE1,Cove,1.39936171,103.905917,0,2,PE1
PE1_B,PE1,Cove,1.39936171,103.905917,0,1,PE1
PE1_EA,PE1,A,1.399124394,103.9059287,2,,PE1
PE1_EB,PE1,B,1.399302657,103.906176,2,,PE1
PE2,PE2,Meridian,1.39685234,103.908991,1,,
PE2_A,PE2,Meridian,1.39685234,103.908991,0,2,PE2
PE2_B,PE2,Meridian,1.39685234,103.908991,0,1,PE2
PE2_EA,PE2,A,1.39668105,103.9089658,2,,PE2
PE2_EB,PE2,B,1.39712169,103.9088695,2,,PE2
PE3,PE3,Coral Edge,1.39392635,103.912564,1,,
PE3_A,PE3,Coral Edge,1.39392635,103.912564,0,2,PE3
PE3_B,PE3,Coral Edge,1.39392635,103.912564,0,1,PE3
PE3_EA,PE3,A,1.393684652,103.9126522,2,,PE3
PE3_EB,PE3,B,1.393970807,103.9127087,2,,PE3
PE4,PE4,Riviera,1.39463648,103.916224,1,,
PE4_A,PE4,Riviera,1.39463648,103.916224,0,2,PE4
PE4_B,PE4,Riviera,1.39463648,103.916224,0,1,PE4
PE4_EA,PE4,A,1.394325611,103.9162631,2,,PE4
PE4_EB,PE4,B,1.394559066,103.9159355,2,,PE4
PE5,PE5,Kadaloor,1.39963851,103.916395,1,,
PE5_A,PE5,Kadaloor,1.39963851,103.916395,0,2,PE5
PE5_B,PE5,Kadaloor,1.39963851,103.916395,0,1,PE5
PE5_EA,PE5,A,1.399809263,103.9163875,2,,PE5
PE5_EB,PE5,B,1.399411467,103.9165171,2,,PE5
PE6,PE6,Oasis,1.40235088,103.912632,1,,
PE6_A,PE6,Oasis,1.40235088,103.912632,0,2,PE6
PE6_B,PE6,Oasis,1.40235088,103.912632,0,1,PE6
PE6_EA,PE6,A,1.402507131,103.9126461,2,,PE6
PE6_EB,PE6,B,1.402103719,103.9127546,2,,PE6
PE7,PE7,Damai,1.40531602,103.908504,1,,
PE7_A,PE7,Damai,1.40531602,103.908504,0,2,PE7
PE7_B,PE7,Damai,1.40531602,103.908504,0,1,PE7
PE7_EA,PE7,A,1.405284613,103.9087922,2,,PE7
PE7_EB,PE7,B,1.405046028,103.9086139,2,,PE7
PW1,PW1,Sam Kee,1.40961376,103.904831,1,,
PW1_A,PW1,Sam Kee,1.40961376,103.904831,0,2,PW1
PW1_B,PW1,Sam Kee,1.40961376,103.904831,0,1,PW1
PW1_EA,PW1,A,1.4097025,103.9050386,2,,PW1
PW1_EB,PW1,B,1.409827672,103.9047923,2,,PW1
PW2,PW2,Teck Lee,1.41287387,103.906626,1,,
PW2_A,PW2,Teck Lee,1.41287387,103.906626,0,2,PW2
PW2_B,PW2,Teck Lee,1.41287387,103.906626,0,1,PW2
PW2_EA,PW2,A,1.412875735,103.9067815,2,,PW2
PW2_EB,PW2,B,1.412929003,103.9065108,2,,PW2
PW3,PW3,Punggol Point,1.41691085,103.906536,1,,
PW3_A,PW3,Punggol Point,1.41691085,103.906536,0,2,PW3
PW3_B,PW3,Punggol Point,1.41691085,103.906536,0,1,PW3
PW3_EA,PW3,A,1.416914768,103.9068178,2,,PW3
PW3_EB,PW3,B,1.416664068,103.9066933,2,,PW3
PW4,PW4,Samudera,1.4158187,103.902087,1,,
PW4_A,PW4,Samudera,1.4158187,103.902087,0,2,PW4
PW4_B,PW4,Samudera,1.4158187,103.902087,0,1,PW4
PW4_EA,PW4,A,1.41586536,103.9019115,2,,PW4
PW4_EB,PW4,B,1.415905857,103.9023616,2,,PW4
PW5,PW5,Nibong,1.41175559,103.900299,1,,
PW5_A,PW5,Nibong,1.41175559,103.900299,0,2,PW5
PW5_B,PW5,Nibong,1.41175559,103.900299,0,1,PW5
PW5_EA,PW5,A,1.411772773,103.9000738,2,,PW5
PW5_EB,PW5,B,1.411910324,103.9005316,2,,PW5
PW6,PW6,Sumang,1.4083533,103.89851,1,,
PW6_A,PW6,Sumang,1.4083533,103.89851,0,2,PW6
PW6_B,PW6,Sumang,1.4083533,103.89851,0,1,PW6
PW6_EA,PW6,A,1.408368431,103.8983357,2,,PW6
PW6_EB,PW6,B,1.408487902,103.8987571,2,,PW6
PW7,PW7,Soo Teck,1.40520965,103.897234,1,,
PW7_A,PW7,Soo Teck,1.40520965,103.897234,0,2,PW7
PW7_B,PW7,Soo Teck,1.40520965,103.897234,0,1,PW7
PW7_EA,PW7,A,1.405014925,103.8970299,2,,PW7
PW7_EB,PW7,B,1.405244899,103.8974086,2,,PW7
